event_id,blob_id,time_idx,date,type,n_cells,area_km2,centroid_lat,centroid_lon,min_lat,max_lat,min_lon,max_lon,mean_anomaly_mm,max_magnitude_mm,total_anomaly_mm
EVT-2022-182,B00301,27,2022-09-30,dry,22,15468.209430268318,24.779196210818846,74.10816601834792,24.5,25.25,73.0,75.25,-90.91558074951172,-113.1461410522461,-2000.142822265625
EVT-2022-213,B00293,27,2022-09-30,wet,20,14109.30175469318,24.39129035121716,90.37389410436481,24.0,24.75,89.75,91.0,92.85232543945312,129.84689331054688,1857.0465087890625
EVT-2022-214,B00292,27,2022-09-30,wet,20,13899.880659415769,26.230747052014006,81.89104389684258,25.25,26.75,81.25,82.5,85.76141357421875,112.33244323730469,1715.228271484375
EVT-2022-215,B00297,27,2022-09-30,wet,18,13294.79913057503,17.528421039343087,86.52230264446138,17.25,18.0,85.75,87.5,136.24806213378906,192.8709716796875,2452.465087890625
EVT-2022-216,B00303,27,2022-09-30,dry,18,12907.721889571223,22.160654321658935,97.17450045252431,21.25,23.25,96.5,97.75,-50.536285400390625,-94.24131774902344,-909.6531372070312
EVT-2022-158,B00295,27,2022-09-30,wet,15,10692.421535413156,23.066091770435236,94.92335976220498,22.25,23.75,94.5,95.5,43.30866241455078,60.672149658203125,649.6299438476562
EVT-2022-217,B00289,27,2022-09-30,wet,15,10142.596067125403,29.028240834114836,94.29734377906568,28.25,29.75,93.75,94.75,114.92054748535156,259.79681396484375,1723.8082275390625
EVT-2022-195,B00290,27,2022-09-30,wet,11,7545.941442269112,27.61879593710999,75.77951941372014,27.25,28.0,75.5,76.0,70.55744171142578,107.65251159667969,776.1318969726562
EVT-2022-218,B00299,27,2022-09-30,dry,12,7446.891249399685,36.72423526696221,68.41520244944773,36.5,37.0,68.0,68.75,-2.1620194911956787,-2.844651460647583,-25.944232940673828
EVT-2022-219,B00294,27,2022-09-30,wet,10,7067.055235025823,24.143329102677196,93.06104762492684,23.5,24.75,92.75,93.25,83.66987609863281,134.61557006835938,836.69873046875
